;;;;;;;;;;x
azt_civilize_desc;We have overthrown and defeated a government imposed on us by so-called 'civilized' Europeans. Are we no less deserving of international recognition? Let Aztlan take its place at the table.;x
azt_destiny_title;The Aztlan Destiny;x
azt_destiny_desc;After expelling the Meicans, we can finally turn our eyes to retaking everything that the Aztec empires of old once claimed. Let the settlers tremble before us.;x  
barbarian_islands_title;Settle the Barbarian Islands;x
barbarian_islands_desc;For generations, we have exercised limited control over Hokkaido, to our north, and had even less contact with the savage natives of Takasago Koku, to our south. We should extend the beneficence of civilization to their misty shores.;x
become_albina_title;Become Albina;x
become_albina_desc;Now that we control all of the island of Bryten, we represent the old kingdom of Aengland hundreds of years ago. In honour of this, and our friendship with all peoples of Bryten, we will create a new empire, Albina.;x
begin_greek_rebellion_title;Begin the Rebellion of Greece;x
begin_greek_rebellion_desc;With crowds in Athens singing songs of the Hispanian Revolution translated into Greek Roman, Athanasius Dioskoros, Proedros of the Council of Revolutionaries, proclaimed the foundation of the Democracy of Greece to a crowd in front of the Strategeion of the Agora of Athens in 1859. Calling for all Greeks to rise up and defend the country from the incoming Roman reprisal, he laid the groundwork of Greek liberal nationalism with his 40-minute speech.;x
bohemian_zadar_title;The Zadar Proposal;x
bohemian_zadar_desc;Bohemia is one of the most powerful and industrialised countries in the world, yet we are landlocked and dependent on our neighbours to conduct international trade. We should change this. Having a warm relationship as we do, perhaps we could propose that Croatia lease us that port in Zadar, and we will, in return, fund railroads which both we and they can use, as well as giving them a sum of money. Our ministers expect that approximately 25,000 will be sufficient to sway them.;x
boukoleon_restoration_title;Restore the Boukoleon Palace;x
boukoleon_restoration_desc;The Boukoleon Palace was the residence of the Emperors of the Roman Empire from the 11th century until the 16th century, when it was damaged by Armenian occupations during the many wars when the Empire was on its back foot at the height of Muslim power. Since then, it has stood in ruins, as the Emperors have had other concerns. Restore and rebuild the palace to beautify and glorify our city!;x
break_free_shc_title;Independence from the Shawnee;x
break_free_shc_desc;As the Shawnee leave our ancient traditions behind, it has become apparent that we must dissolve the confederation between our two peoples, to save our way of life.;x
BRB_sell_new_brabant_islands_title;Sell the New Brabant Islands;x
BRB_sell_new_brabant_islands_desc;Since the loss of Zeeland, we no longer have the means to maintain our far-flung colonies of New Brabant in the west Pacific. As long as we're abandoning them, we should try to make some profit off of them. Let's look for someone to buy them.;x
BRT_is_France_title;Brittany is part of France!;x
BRT_is_France_desc;Brittany was a part of France not much more than a century ago. They have enjoyed their independence for long enough. Having shown them our might when we reclaimed our colony, they can't possibly refuse to rejoin us!;x
build_oheskewen_canal_title;Build the Oheskewen Canal;x
build_oheskewen_canal_desc;If there were a canal to bypass Niagra Falls, finally, boat traffic could pass between the Native Lakes and the rest of the world! Imagine the profits!;x
buy_aqt_s_ameriga_title;Offer to buy Aquitània's South Amerigan Colonies;x
buy_aqt_s_ameriga_desc;Aquitània has recently informed us that they are searching for a buyer for their colony of Araguari, comprised of the two intendencies of Porterei and Nova Bordeu.;x
buy_dutch_natal_title;Buy Dutch Natal;x
buy_dutch_natal_desc;After the conclusion of the Emden Accords, the cession of Oostkaap to $COUNTRY$ isolated the former territory of the Steenkooler republic of Natal. The Dutch had difficulty administering this territory as resident Zulus began to make trouble. By offering to buy the land and incorporate it into our colonies in South Africa, we can take this problem off of their hands.;x
califiana_cores_title;Our Claims in the Desert;x
califiana_cores_desc;The land of Califiana is lightly populated, but full of valuable resources that could propel our country to greatness. Let us stake our claim.;x
call_brunswick_congress_title;Call the Brunswick Congress of Germans;x
call_brunswick_congress_desc;Given the recent Bavarian violation of Mainzer sovereignty, it is clear that the king in Münich does not intend to abide by the terms of the Peace of Augsburg. Therefore, it is time to summon the old allies to a congress to propose a more permanent response to the Bavarian threat - to join forces under one banner and one ruler for the good of all!;x
call_brunswick_congress2_title;Call the Brunswick Congress of Germans;x
call_brunswick_congress2_desc;Agitation among the inhabitants of the various states of the old Holy Roman Empire has been increasing recently. Calls for German unification and a rising sense of kinship that transcends political borders has caused some unrest among the people because of the rivalries of the princes. We should call delegates from around the north to discuss the situation. External threats are another concern that will weigh heavily on delegates' minds and we will likely see many states banding together politically.;x
calm_russians_title;Calm the Russians;x
calm_russians_desc;The former subjects of the Tsar are still highly agitated and mistrustful of our rule. Let us attempt to calm them by showing our benevolence.\n\n§RNB: This can only be taken once and it's intentional that it only partially calms them.;x
cancel_zadar_lease_title;Cancel the Zadar Lease;x
cancel_zadar_lease_desc;With the fall from grace of Bohemia, they are no longer able to make use of their port. Indeed, they don't even have the means to access it at the time. Let us unilaterally end the lease and retake Zadar.;x
cancel_zadar_lease_HUN_title;Cancel the Zadar Lease;x
cancel_zadar_lease_HUN_desc;Our relations with Hungary have soured in recent years, and they have acted increasingly insulting towards us despite our generosity in leasing them Zadar. Let us punish their foolishness by canceling their lease unilaterally and retaking Zadar for ourselves, no matter the consequences.;x
caserta_education_decree_title;The Caserta Education Decree;x
caserta_education_decree_desc;"A formalized education system must be instituted across the Kingdom. A modern European state cannot hope to succeed without widespread literacy and education." From Caserta, King Giuseppe issued a decree laying out the details of the royal plan for Neapolitcan schooling.;x
cede_emden_title;Cede Emden;x
cede_emden_desc;With the failure of the diplomatic option in the proposed Emden Accords with our German neighbour, we are faced with a difficult decision. Tensions over the city will only continue to mount, and we must ask ourselves if we want to risk war to hold such a small region. If we cede the city to German and relinquish our claims, a costly war could be avoided.;x
change_tech_school_disabled_title;Hide Tech School Changes;x
change_tech_school_disabled_desc;You can, naturally, change your tech school in the future.;x
change_tech_school_enabled_title;Change Tech School;x
change_tech_school_enabled_desc;This will show decisions to change from Traditional Academia to some other one.;x
cisalpines_are_italian_title;The Padanians are Italian!;x
cisalpines_are_italian_desc;The Cisalpine people of Padania speak a language quite similar to ours, and have long shared in the cultural and economic life of the Italian peninsula. Given our power, especially compared to theirs, surely none will dare oppose us for claiming what is rightfully ours. Gloria a la patria!;x
cisalpines_are_aquitanian_title;The Padanians are Aquitanian!;x
cisalpines_are_aquitanian_desc;The Cisalpine people of Padania speak a language none too far removed from our own, and have long been part of our cultural and economic history. It is only natural that we embrace them as fellow Aquitanians, and treat them the same as our conationalists in Mauguio. Glòria a la patria!;x
civilize_JER_title;Civilize Jerusalem;x
civilize_JER_desc;We are a civilized, country which has long had contact with and interaction with Western civilization. Let's act like it!;x
claim_aegean_title;Claim the Aegean Islands;x
claim_aegean_desc;The Empire is in no position to maintain control over these islands, which have much more in common with our ideas of trade and prosperity than the dusty old notions of empire and blind loyalty to the royalty in Constantinople. We will lay claim to these islands and take them for ourselves, for the good of their inhabitants and ours;x
claim_balearics_title;Claim the Balearic Islands;x
claim_balearics_desc;The Balearic Islands of Mallorca and Menorca have long held an important position in the trading of the western end of the Mediterranean, and acquiring them would bolster our reputation and ability to control and conduct trade in that region. By claiming the islands, we risk war with some powerful neighbours, but it must be done for the good of all citizens of the Republic!;x
claim_bar_lorraine_title;Claim Bar and Lorraine;x
claim_bar_lorraine_desc;The French crown's ownership of Bar and Lorraine can be traced back to the time of Charlemagne. The two duchies were part of the Holy Roman Empire, but, being on its periphery, never were an integral part, and remained neutral in the Imperial War. They are populated by French-speaking peoples, and our spies tell us there is some support for joining us. Other countries may laugh at our claim, but we will take Bar and Lorraine for ourselves! Fortitudo per unitatem!;x
claim_brittany_title;Claim Breizh;x
claim_brittany_desc;We have long been sundered from our brothers on the European continent, proud descendants of the last holdouts from the Romans, and last holdouts of our once-numerous and great people on the continent. Now that we have reclaimed power in the north, let us extend our protection to our Breizhoneg brothers in Brittany and ensure that they will never have to face the world alone!;x
claim_carapara_title;Claim the Carapara Islands;x
claim_carapara_desc;The Carapara Islands lie off the west coast of South Ameriga and are a veritable Eden. Let us claim them for ourselves so that we may explore their beauty for the betterment of $COUNTRY$!;x
claim_corsar_title;Claim Corsica and Sardinia;x
claim_corsar_desc;Corsica and Sardinia have long held an important position near the rich cities of Aquitània, Provence, and the north of the Italian Peninsula. Acquiring these islands would bolster our reputation and ability to control and conduct trade in that region. By claiming the islands, we risk war with some powerful neighbours, but it must be done for the good of all citizens of the Republic!;x
claim_elsass_lothringen_title;Claim Elsass;x
claim_elsass_lothringen_desc;There are Germans to be found in territory nominally controlled by the French. We should remedy this situation and annex this region as a buffer zone between the revanchist French and our industrial heartland.;x
claim_empire_BAV_title;Claim the title of "Emperor of All Germany";x
claim_empire_BAV_desc;Our ascendant position among our German brethren and the increasing consolidation of our kingdom means we have the means, the will, and the right to finally prove to the world that we are the rightful rulers of Germany. By proclaiming ourselves Emperor, we will be able to directly challenge the other German powers for overlordship of the great German people.;x
claim_empire_BRA_title;Claim the title of "Emperor of All Germany";x
claim_empire_BRA_desc;Our ascendant position among our German brethren and the increasing consolidation of our kingdom means we have the means, the will, and the right to finally prove to the world that we are the rightful rulers of Germany. By proclaiming ourselves Emperor, we will be able to directly challenge the other German powers for overlordship of the great German people.;x
claim_empire_BRN_title;Claim the title of "Emperor of All Germany";x
claim_empire_BRN_desc;Our ascendant position among our German brethren and the increasing consolidation of our kingdom means we have the means, the will, and the right to finally prove to the world that we are the rightful rulers of Germany. By proclaiming ourselves Emperor, we will be able to directly challenge the other German powers for overlordship of the great German people.;x
claim_far_east_title;Claim the Far East;x
claim_far_east_desc;We have reached the eastern coast of Asia. Let us mount an expedition to claim it for the glory of $COUNTRY$!;x
claim_galicia_title;Claim Galicia;x
claim_galicia_desc;With our newfound power, we have the credibility and the strength to bring our northern cousins under our benevolent rule. Maybe we'll have to fight Hispania for them, but it'll be worth it!;x
claim_heptanesa_title;Claim Heptanese Islands;x
claim_heptanesa_desc;The Heptanese islands of Zakynthus and Kerkyra have long held an important position at the mouth of the Adriatic. Acquiring these islands would bolster our reputation and ability to control and conduct trade in that region. By claiming the islands, we risk war with some powerful neighbours, but it must be done for the good of all citizens of the Republic!;x
claim_malta_title;Claim Malta;x
claim_malta_desc;Malta has refused our offer to join our republic. We must incorporate them, even if they are currently unwilling to see the right in our cause.;x
claim_remote_siberia_title;Claim Remote Siberia;x
claim_remote_siberia_desc;We should mount an expedition to explore and formally claim the northern interior of Siberia for $COUNTRY$!;x
claim_roman_throne_title;Claim the Roman Throne;x
claim_roman_throne_desc;Evangelos Melisurgos, uncle to 15-year old Georgios, the current Autokrator of the Roman Empire through his father, Ioannes, feels that he is better suited to lead the Roman Empire in this time of rebellions and crises. By enacting this decision, you will preempt the game event which will fire approximately 9 months after Anatole has a military score of 10. You have until then to prepare for war to take the throne.;x
claim_rose_title;Claim Rosè;x
claim_rose_desc;Daufinat has chosen to join the Padan Union, but this is primarily because of the Cisalpine inhabitants of the Piemont. The inhabitants of the Rosè River valley and regions nearby - even in the Alps - are much closer to ours in terms of culture and language, and it would be better if they were united with their kin!;x
claim_sicily_title;Claim Sicily;x
claim_sicily_desc;Sicily has long held an important position separating the eastern and western parts of the Mediterranean, and has changed hands many times throughout the centuries. Acquiring this populous island would bolster our reputation and ability to control and conduct trade in the central Mediterranean. By claiming Sicily, we risk war with some powerful neighbours, but it must be done for the good of all citizens of the Republic!;x
claim_suazi_title;Claim the Lands of the Suazi;x
claim_suazi_desc;Our impi are strong and our kingdom feared by all. Let us take what will not be willingly given to us, starting with the tiny kingdom of the Suazi!;x
claim_venice_PDN_title;Assert Our Claim to Venice;x
claim_venice_PDN_desc;A foreign conqueror stole Venice from the Cisalpine people while our federation was taking its first breaths, a time when we were unable to contest the conqueror. Now that we are strong and established, the Doge-of-Venice-in-Exile is petitioning us to assert his (and thereby our) claim to Venice, and restore order to the region.;x
claim_wales_cornwall_title;Claim Cymru and Kerno;x
claim_wales_cornwall_desc;As we grow in strength, we may challenge Aengland for control over our Celtic brothers in Cymru and Kerno. We will, of course, have to fight a long and hard war if we want to actually hold these territories, but we can face that when the time comes.;x
claim_zeeland_title;Claim Zeeland;x
claim_zeeland_desc;Being a great and powerful nation, others will surely not deny that we are the rightful owners of Zeeland. Indeed, some of the towns and cities of the region expressed interest in joining our kingdom when we united in 1814. However, they already belonged to the Duchy of Brabant, and the Duke there was not friendly to the cause we represented. Now, however, we can take Zeeland by force, if we must.;x
clf_free_title;Free Califiana;x
clf_free_desc;The Hispanic people of Califiana have fallen prey to the unbridled aggression of their neighbors, with whom they have nothing in common. It is our duty to free from them from tyranny!;x
clf_unite_title;Union with Califiana;x
clf_unite_desc;The former Hispanian colony of Califiana on the Pacific coast is unable to defend itself from the aggression of its neighbors. We should offer them a chance at prosperity and peace in a union of our nations.;x
colonise_drytsiben_title;Colonise Drytsiben;x
colonise_drytsiben_desc;We should expand out to the edge of our claims on the plains so that no one else can take them from us. These lands may be fertile farmlands, or perhaps some useful resources might be found in them. Besides, more land for our growing population is always good.;x
colonise_jukuna_title;Colonise Jukuna;x
colonise_jukuna_desc;The lands that the natives call Jukuna are, quite frankly, inhospitable. But with the gold and other riches we found in Iggatlan, there may be more further north! Besides, some opportunistic states, like Dabimon or Hispania, may in time try to lay claim to the north, and thus try to envelop us in some way. Let us instead settle some key outposts and ensure that these lands are made ours!;x
colonise_necen_title;Colonise Necen;x
colonise_necen_desc;The interior of Ameriga just east of the great mountains is good farming land, and sparsely inhabited by natives. Let us claim it for $COUNTRY$!;x
colonise_newea_title;Colonise Newea;x
colonise_newea_desc;The vast plains of the center of Ameriga stretch far north, and the region we have come to call Newea is the northern limit of good farmlands. If we take it, we can secure our frontier and acquire fertile land for the good of $COUNTRY$.;x
colonise_oai_title;Colonise Oailand;x
colonise_oai_desc;There yet remain unclaimed areas of the inner plains of Ameriga, inhabited by a few savages clinging to their ways. If these lands are anything like the neighbouring provinces we own, they could be fertile farm- and grazelands. Let us claim the territory for our own, before someone else takes it!;x
colonise_rouge_ues_title;Colonise Rouge-Ues;x
colonise_rouge_ues_desc;It is time to expand into the interior of the northern plains. These are vast, treeless expanses, but explorers have long claimed that they would be fertile farmland and grazeland. It will cost some money to fund settlements in key locations to establish our claims, but rest assured, it'll be worth it.;x
colonise_ters_dauror_title;Colonise the Interior of the Ters d'Auror;x
colonise_ters_dauror_desc;These lands in the far north of the continent are not good for much, being filled with stunted forests and permafrost, but if we don't claim them, someone else might, like Skamisc or another greedy country. Who knows, maybe one day some use may come of these lands.;x
conquer_cherokee_title;The Cherokee Lands;x
conquer_cherokee_desc;The time has come for our growing nation to claim the Cherokee territory to our east.;x
conquer_iroquois_title;Lay Claim to the Iroquois;x
conquer_iroquois_desc;The Iroquois lands surrounding the Great Lakes are fertile and sparsely populated. We should ensure the other Amerigan powers recognize our claim to these territories as soon as possible.;x
deal_with_euros_title;The Question of the White Men;x
deal_with_euros_desc;Despite the best efforts of the foreign interlopers, we have proven our culture is every bit as strong as that of the white men. Yet now we are divided over how our relations with foreigners should progress.\n\n\n§RNB: Your choices in the event are either "Make nice and become a normal country" or "Get cores on like all of your neighbours at the cost of 24 infamy and never getting immigrants." You will lose your POP growth buff (if you still have it) either way.;x
declaration_of_mantua_ai_title;Promulgate the Declaration of Mantua;x
declaration_of_mantua_ai_desc;In 1849, the Council of the Union, at the behest of its constituent rulers and in light of the growing strength and cohesion of the Union's armed forces, made a joint proclamation to the world. Considered to be the seeds of a national identity, the Declaration decreed that all states which the Neapolitan kingdom had absorbed must be released by Neapolitan King Giuseppe I Salenino. It further stated the ambition of the Padan Union to annex the Romagna region into its territory, given its proximity to the namesake Po River. By issuing this declaration, war between Naples and the Union was a foregone conclusion.;x
declaration_of_mantua_title;Promulgate the Declaration of Mantua;x
declaration_of_mantua_desc;In 1849, the Council of the Union, at the behest of its constituent rulers and in light of the growing strength and cohesion of the Union's armed forces, made a joint proclamation to the world. Considered to be the seeds of a national identity, the Declaration decreed that all states which the Neapolitan kingdom had absorbed must be released by Neapolitan King Giuseppe I Salenino. It further stated the ambition of the Padan Union to annex the Romagna region into its territory, given its proximity to the namesake Po River. By issuing this declaration, war between Naples and the Union was a foregone conclusion.;x
declare_greek_independence_title;Declare Independence;x
declare_greek_independence_desc;We have survived the war and retained all of our territories! Our fledgling democracy has shown the power of the common man! Let us take steps to ensure our safety, because the Empire will no doubt come knocking again!;x
declare_romanian_unity_title;Declare the Unity of the Volasean Peoples;x
declare_romanian_unity_desc;With the instability and troubles in the Empire, the growing nationalist unrest in the Volasean provinces could finally be funelled into a successful movement. Under the guidance of Hospodar Gradisteanu, the boyars and obste are mobilising to help Romania forge its own path. This will mean war with the Empire and our brothers in Wallachia, who lick the heels of the Romans.;x
demand_corsica_owned_title;Demand Corsica & Sardinia;x
demand_corsica_owned_desc;We have claims in the Maretan islands. Let us make good on them and demand what's rightfully ours from Aquitània. $RNote for the player: This may lead to war almost immediately$W.;x
demand_corsica_puppet_title;Demand Corsica & Sardinia;x
demand_corsica_puppet_desc;We have claims in the Maretan islands. Let us make good on them and demand what's rightfully ours from Aquitània. $RNote for the player: This may lead to war almost immediately$W.;x
demand_independence_BYZ_title;Demand Independence from the Empire;x
demand_independence_BYZ_desc;Now that the war is over and Georgios has defeated his uncle, the Empire is restabilized. At the beginning of the war, we offered our military support in exchange for independence after peace had been restored. Let us now remind Georgios and his counselors of his promise so that we may stand on our own.;x
develop_land_title;The Provincial Growth Act;x
develop_land_desc;Mexika is a centralized state, but with strong regional tendencies. Rather than just focusing on the core of the nation, we can, through use of infrastructure subsidies and targeted investment, encourage the growth of our smaller provincial capitals. This will help balance growth and combat inequality.;x
dissolve_old_duchy_CMP_title;Dissolve the old Duchy of Champagne;x
dissolve_old_duchy_CMP_desc;Now that we have claimed the throne of France, the Duchy of Champagne should pass from a legitimate title of power to one merely of respect. Our house will forever be known as Kings of France and Dukes of Champagne, but no longer will the Duchy exist, within our borders or without.;x
dissolve_old_duchy_ORL_title;Dissolve the old Duchy of Orléans;x
dissolve_old_duchy_ORL_desc;Now that we have claimed the throne of France, the Duchy of Orléans should pass from a legitimate title of power to one merely of respect. Our house will forever be known as Kings of France and Dukes of Orléans, but no longer will the Duchy exist, within our borders or without.;x
dissolve_old_duchy_NRM_title;Dissolve the old Duchy of Normandy;x
dissolve_old_duchy_NRM_desc;Now that we have claimed the throne of France, the Duchy of Normandy should pass from a legitimate title of power to one merely of respect. Our house will forever be known as Kings of France and Dukes of Normandy, but no longer will the Duchy exist, within our borders or without.;x
dominate_the_kazakhs_title;Dominate the Kazakhs;x
dominate_the_kazakhs_desc;The Kazakh Khanate is one of many petty states of the steppe, and in times gone by, their people raided $COUNTRY_ADJ$ lands and posed us a significant threat. But times have changed and as we start to look past the old Russia-Smolensk division, we must turn our eyes to the southeast, where there is opportunity to be had. Let us begin by establishing influence over the Kazakhs, that we may use them for further expansion in the future.;x
embrace_catalans_title;Embrace Catalans;x
embrace_catalans_desc;The Catalans have always been a proud people, often discontented with living under the Hispanian Empire. Nevertheless, with time and effort it will be possible to bring them back into the fold.;x
embrace_catalans_IRK_title;Embrace Catalans;x
embrace_catalans_IRK_desc;The Catalans of the Balearic Islands Mallorca, Menorca and Eivissa have long been an important part of trading in the western part of the Mediterranean. We should make them feel welcome in our republic and give them equal rights.;x
embrace_galicians_title;Embrace Galicians;x
embrace_galicians_desc;The Galician people have a unique cultural identity, though one it is not entirely different from that of the Spanish. We should work to make them feel welcome within our Empire.;x
embrace_irish_title;Embrace the Éirisc;x
embrace_irish_desc;With control over Éirland now established, we should look toward integrating them into our own culture, allowing them some say in our government and welcome among our own people.;x
embrace_maltese_title;Embrace the Maltese;x
embrace_maltese_desc;The Maltese people are few and confined to their islands, but they are a proud race with a long history. They should be made to feel welcome and to be equal in our society if we are to truly be a republic.;x
embrace_maretans_title;Embrace the Maretans;x
embrace_maretans_desc;The Marenan people are few and confined to their islands, but they are a proud race with a long history of self-reliance and self-sufficience. They have put that aside now to seek prosperity in partnership with us. Thus, they should be made to feel welcome and equal in our society, for the good of all.;x
embrace_nanfaren_title;Accept Nanfanren;x
embrace_nanfaren_desc;The Southerners speak languages that sound different than ours, and they prefer rice over noodles, but we are all Chinese.;x
embrace_portuguese_title;Embrace Portuguese;x
embrace_portuguese_desc;The Portuguese speak a language that is noticeably distinct from Spanish and will resent our rule at first. However, by allowing some regional autonomy and making a sincere effort to respect their culture, we might forge a new era of cooperation between the Spanish and Portuguese people.;x
embrace_romansh_title;Protect Romansh People;x
embrace_romansh_desc;The Romansh people are a small minority we inherited after annexing Helvetia. Too few to have their own country, members of local Romansh communities have petitioned our government for official protection, as was the case under the Helvetian government. They cite their strong ethnic and cultural ties to Germany - despite their strange language -, as well as their past services to Helvetia, which they would gladly pass to us as their new rulers should we allow them the same rights as proper Germans. Offering protection to such a petty minority might demean a country as great as ours, but would be looked up favorably in the eyes of foreign moralists, as well as helping to restore a sense of normalcy to the former Helvetian cantons.;x
embrace_sicilians_title;Embrace the Sicilians;x
embrace_sicilians_desc;The Sicilian people are hardworking and numerous. They have elected now to seek prosperity in partnership with us. They should have ever right and privilege extended to them as to our Greek-speaking citizens, for the good of all.;x
embrace_little_russians_title;Embrace the Little Russians;x
embrace_little_russians_desc;They may speak strange versions of the language of the Great Russians, but they can still be useful to the empire. Let us accept these people with open arms.;x
embrace_slovaks_title;Embrace the Slovaks;x
embrace_slovaks_desc;The Slovaks have long lived peacefully under our rule. Almost identical in language and culture, their separate identity stems more from geography than anything else. By calling them equals and allowing them use of their language in Slovakia proper, we will earn their adoration and simultaneously make governance easier.;x
emden_accords_title;Propose a Solution to Emden;x
emden_accords_desc;With the further unifications of the Germans of the north, they now have real cause and real strength to reclaim Emden, which we refused to give to Brunswick. In advance of tensions that will inevitably arise from the situation of our ownership, we should propose some solution. Let us approach the Germans and negotiate.;x
encourage_tatar_revolts_title;Sow Dissent Among the Smolenskii Tatars;x
encourage_tatar_revolts_desc;Spread rumours and support dissident Tatars, and we may manage to destabilize our enemy's realm and make it easier to destroy them.;x
end_smolensk_title;Put an End to Smolensk;x
end_smolensk_desc;Now that all the lands of Smolensk are lost to them, it is time to "convince" the Korol of Smolensk and his family to abandon all claims to the former kingdom and thus allow the Tsar to have uncontested control of their lands. Note to the player: Don't go abusing this now, just take it immediately. The MIL and CON reduction exists to try to make any lingering Russian Unification rebels go away.;x
end_the_nobility_title;End the Nobility;x
end_the_nobility_desc;Now that the rebellious dukes of Champagne, Orléans, and Normandy have been put down, we should remove their power and any chance that they could threaten France again! They shall be nobility in their memories only!;x
enlist_tatars_title;The Kazan Pact - Kazanskii Dogovor;x
enlist_tatars_desc;The more populous crown of Smolensk, which falsely claims to be heir to Russia, has many more soldiers than do we. There is, however, opportunity. The Tatars, the once-feared horselords of the steppe, are divided subjects of both countries. If we curry favour with them, we may be able to destabilize Smolensk, allowing us to defeat them. By accepting the Kazani Tatars as equals, we may gain an important advantage with all of the inhabitants of the steppe. However, stories of their cruelty remain and the other peoples of our empire may not be so happy.;x
establish_la_guardia_civil_title;El Cuerpo Nacional de Carabineros;x
establish_la_guardia_civil_desc;’El Cuerpo Nacional de Carabineros', Spanish for 'The National Carabiniers', is the Hispanian gendarmerie corps, established during the reign of Lope II in the aftermath of the bloody Años Rojos. Although foreign intervention crushed the Revolution and restored the Monarchy, Albesan sympathies lingered in the countryside and some cities, with some areas never fully pacified. It is in this context that the Carabiniers were born, a mixed police-military force with far-reaching powers to pacify the restive populace and maintain the monarchical order.;x
expand_BHN_title;Claim Hungary's Historical Borders;x
expand_BHN_desc;The crown of Hungary once encompassed a much wider area than it does today. We can expand our territory and further earn the loyalty of the Hungarians by helping them reclaim their historical greatness.;x
expand_halesca_title;Expand Halesca;x
